FamilyID	SampleID	FatherID	MotherID	Sex	Population	Superpopulation
BD36	HG03922	0	0	2.0	BEB	SAS
IT180	HG04054	0	0	2.0	ITU	SAS
PEL27	HG01980	0	0	2.0	PEL	AMR
PK06	HG02490	0	0	1.0	PJL	SAS
HG00366	HG00366	0	0	1.0	FIN	EUR
m019	NA19732	0	0	1.0	MXL	AMR
HG03446	HG03446	0	0	2.0	MSL	AFR
NA18640	NA18640	0	0	2.0	CHB	EAS
NA18637	NA18637	0	0	1.0	CHB	EAS
NA19436	NA19436	0	0	2.0	LWK	AFR
IBS036	HG01702	0	0	2.0	IBS	EUR
PR02	HG00553	0	0	1.0	PUR	AMR
BD37	HG03926	0	0	1.0	BEB	SAS
NA18980	NA18980	0	0	2.0	JPT	EAS
CLM65	HG01497	0	0	1.0	CLM	AMR
2480a	NA20318	0	0	1.0	ASW	AFR
SL35	HG03410	0	0	2.0	MSL	AFR
PR15	HG01064	0	0	2.0	PUR	AMR
PR47	HG01200	0	0	1.0	PUR	AMR
NA18593	NA18593	0	0	2.0	CHB	EAS
BB22	HG02314	0	0	1.0	ACB	AFR
NA20542	NA20542	0	0	2.0	TSI	EUR
NA20771	NA20771	0	0	2.0	TSI	EUR
HG00107	HG00107	0	0	1.0	GBR	EUR
NA19066	NA19066	0	0	1.0	JPT	EAS
NA20877	NA20877	0	0	2.0	GIH	SAS
NA18749	NA18749	0	0	1.0	CHB	EAS
PEL024	HG01970	0	0	1.0	PEL	AMR
NA19397	NA19397	0	0	1.0	LWK	AFR
NA20895	NA20895	0	0	1.0	GIH	SAS
IT013	HG03729	0	0	1.0	ITU	SAS
PR26	HG01086	0	0	2.0	PUR	AMR
NA20819	NA20819	0	0	2.0	TSI	EUR
Y105	NA19099	0	0	2.0	YRI	AFR
BD61	HG04182	0	0	1.0	BEB	SAS
NA19334	NA19334	0	0	1.0	LWK	AFR
PK60	HG03702	0	0	1.0	PJL	SAS
IBS048	HG01768	0	0	2.0	IBS	EUR
PR33	HG01107	0	0	1.0	PUR	AMR
PR04	HG00641	0	0	2.0	PUR	AMR
2431	NA19917	0	0	2.0	ASW	AFR
BD32	HG03911	0	0	1.0	BEB	SAS
GB57	HG02768	0	0	1.0	GWD	AFR
CLM37	HG01375	0	0	2.0	CLM	AMR
PR76	HG01412	0	0	1.0	PUR	AMR
BD33	HG03914	0	0	1.0	BEB	SAS
Y073	NA19149	0	0	2.0	YRI	AFR
HG00956	HG00956	0	0	2.0	CDX	EAS
Y041	NA19095	0	0	2.0	YRI	AFR
NG107	HG03514	0	0	2.0	ESN	AFR
HG03078	HG03078	0	0	1.0	MSL	AFR
SH016	HG00448	0	0	1.0	CHS	EAS
PEL006	HG01917	0	0	1.0	PEL	AMR
NA19316	NA19316	0	0	2.0	LWK	AFR
NA20508	NA20508	0	0	2.0	TSI	EUR
PR32	HG01247	0	0	1.0	PUR	AMR
HG01806	HG01806	0	0	2.0	CDX	EAS
IBS014	HG01631	0	0	1.0	IBS	EUR
ST117	HG03945	0	0	2.0	STU	SAS
HG03442	HG03442	0	0	1.0	MSL	AFR
GB97	HG02983	0	0	2.0	GWD	AFR
IBS037	HG01705	0	0	1.0	IBS	EUR
NG38	HG03136	0	0	1.0	ESN	AFR
HG01802	HG01802	0	0	2.0	CDX	EAS
IT053	HG04001	0	0	2.0	ITU	SAS
HG00179	HG00179	0	0	2.0	FIN	EUR
1346	NA12044	0	0	2.0	CEU	EUR
GB79	HG02854	0	0	1.0	GWD	AFR
BB52	HG02477	0	0	2.0	ACB	AFR
NA19319	NA19319	0	0	1.0	LWK	AFR
1354	NA12399	0	0	1.0	CEU	EUR
NA20854	NA20854	0	0	2.0	GIH	SAS
SL04	HG03061	0	0	2.0	MSL	AFR
HG00245	HG00245	0	0	2.0	GBR	EUR
NA19076	NA19076	0	0	1.0	JPT	EAS
NA21092	NA21092	0	0	1.0	GIH	SAS
PEL31	HG01997	0	0	2.0	PEL	AMR
PR28	HG01082	0	0	1.0	PUR	AMR
m002	NA19670	0	0	1.0	MXL	AMR
GB38	HG02645	0	0	1.0	GWD	AFR
IBS055	HG02219	0	0	1.0	IBS	EUR
GB116	HG03247	0	0	2.0	GWD	AFR
1408	NA12156	0	0	2.0	CEU	EUR
VN058	HG02049	0	0	2.0	KHV	EAS
SL51	HG03455	0	0	2.0	MSL	AFR
HG01795	HG01795	0	0	2.0	CDX	EAS
SL28	HG03388	0	0	1.0	MSL	AFR
HG00145	HG00145	0	0	1.0	GBR	EUR
SH054	HG00583	0	0	1.0	CHS	EAS
BD31	HG03908	0	0	1.0	BEB	SAS
NA18605	NA18605	0	0	1.0	CHB	EAS
NA20813	NA20813	0	0	2.0	TSI	EUR
2475	NA20296	0	0	2.0	ASW	AFR
HG02380	HG02380	0	0	1.0	CDX	EAS
IBS027	HG01673	0	0	2.0	IBS	EUR
ST021	HG03995	0	0	2.0	STU	SAS
GB110	HG03039	0	0	1.0	GWD	AFR
HG00173	HG00173	0	0	2.0	FIN	EUR
SH012	HG00436	0	0	1.0	CHS	EAS
NA20589	NA20589	0	0	2.0	TSI	EUR
NA21090	NA21090	0	0	1.0	GIH	SAS
SL11	HG03081	0	0	1.0	MSL	AFR
NA20581	NA20581	0	0	1.0	TSI	EUR
BD3	HG03012	0	0	1.0	BEB	SAS
NA20802	NA20802	0	0	2.0	TSI	EUR
NA20528	NA20528	0	0	1.0	TSI	EUR
LWK001	NA19331	0	0	1.0	LWK	AFR
ST023	HG03695	0	0	1.0	STU	SAS
IT024	HG03785	0	0	1.0	ITU	SAS
NG33	HG03120	0	0	1.0	ESN	AFR
1408	NA12155	0	0	1.0	CEU	EUR
NA20531	NA20531	0	0	2.0	TSI	EUR
SL16	HG03096	0	0	1.0	MSL	AFR
13281	NA12347	0	0	1.0	CEU	EUR
Y058	NA19223	0	0	1.0	YRI	AFR
VN072	HG02088	0	0	1.0	KHV	EAS
PEL25	HG01973	0	0	2.0	PEL	AMR
GB114	HG03240	0	0	1.0	GWD	AFR
2505	NA20412	0	0	2.0	ASW	AFR
IT231	HG04225	0	0	1.0	ITU	SAS
SH006	HG00419	0	0	2.0	CHS	EAS
GB91	HG02891	0	0	2.0	GWD	AFR
IBS004	HG01510	0	0	2.0	IBS	EUR
NA18562	NA18562	0	0	1.0	CHB	EAS
NA19435	NA19435	0	0	2.0	LWK	AFR
HG00105	HG00105	0	0	1.0	GBR	EUR
HG00256	HG00256	0	0	1.0	GBR	EUR
NA19041	NA19041	0	0	1.0	LWK	AFR
BD16	HG03796	0	0	2.0	BEB	SAS
PK12	HG02652	0	0	2.0	PJL	SAS
IBS001	HG01501	0	0	2.0	IBS	EUR
IT035	HG03869	0	0	1.0	ITU	SAS
NG35	HG03127	0	0	1.0	ESN	AFR
IT059	HG04014	0	0	2.0	ITU	SAS
NA18970	NA18970	0	0	1.0	JPT	EAS
PEL017	HG01944	0	0	1.0	PEL	AMR
NG65	HG03270	0	0	2.0	ESN	AFR
NG23	HG02974	0	0	2.0	ESN	AFR
IT034	HG03864	0	0	1.0	ITU	SAS
CLM66	HG01550	0	0	1.0	CLM	AMR
NA19057	NA19057	0	0	2.0	JPT	EAS
SH014	HG00442	0	0	1.0	CHS	EAS
HG00136	HG00136	0	0	1.0	GBR	EUR
HG03547	HG03547	0	0	1.0	MSL	AFR
NA18951	NA18951	0	0	2.0	JPT	EAS
NA18545	NA18545	0	0	2.0	CHB	EAS
Y116	NA19235	0	0	2.0	YRI	AFR
IBS001	HG01500	0	0	1.0	IBS	EUR
NA21124	NA21124	0	0	1.0	GIH	SAS
NA19360	NA19360	0	0	1.0	LWK	AFR
1354	NA12400	0	0	2.0	CEU	EUR
ST058	HG03760	0	0	2.0	STU	SAS
VN036	HG01869	0	0	2.0	KHV	EAS
PR49	HG01205	0	0	2.0	PUR	AMR
GB37	HG02643	0	0	2.0	GWD	AFR
PR67	HG01323	0	0	2.0	PUR	AMR
IT011	HG03730	0	0	2.0	ITU	SAS
NA20515	NA20515	0	0	1.0	TSI	EUR
VN037	HG01870	0	0	2.0	KHV	EAS
Y044	NA19175	0	0	1.0	YRI	AFR
HG00237	HG00237	0	0	2.0	GBR	EUR
m037	NA19789	0	0	1.0	MXL	AMR
NA18603	NA18603	0	0	1.0	CHB	EAS
NA18613	NA18613	0	0	1.0	CHB	EAS
HG00383	HG00383	0	0	2.0	FIN	EUR
ST051	HG03754	0	0	2.0	STU	SAS
GBR002	HG00146	0	0	2.0	GBR	EUR
NA18611	NA18611	0	0	1.0	CHB	EAS
PR42	HG01176	0	0	1.0	PUR	AMR
m026	NA19756	0	0	1.0	MXL	AMR
VN007	HG01840	0	0	1.0	KHV	EAS
Y010	NA18511	0	0	2.0	YRI	AFR
CLM38	HG01378	0	0	2.0	CLM	AMR
13281	NA12348	0	0	2.0	CEU	EUR
CLM21	HG01272	0	0	2.0	CLM	AMR
2430	NA19914	0	0	2.0	ASW	AFR
1424a	NA11933	0	0	2.0	CEU	EUR
PR46	HG01197	0	0	1.0	PUR	AMR
HG03556	HG03556	0	0	1.0	MSL	AFR
PEL48	HG02277	0	0	1.0	PEL	AMR
BB41	HG02433	0	0	1.0	ACB	AFR
PR68	HG01325	0	0	1.0	PUR	AMR
NA19449	NA19449	0	0	2.0	LWK	AFR
NG36	HG03130	0	0	1.0	ESN	AFR
NG30	HG03111	0	0	2.0	ESN	AFR
PK50	HG03636	0	0	1.0	PJL	SAS
NA20527	NA20527	0	0	1.0	TSI	EUR
Y045	NA19201	0	0	2.0	YRI	AFR
ST082	HG03849	0	0	2.0	STU	SAS
Y048	NA19204	0	0	2.0	YRI	AFR
GB74	HG02840	0	0	2.0	GWD	AFR
1353	NA12383	0	0	2.0	CEU	EUR
NA19466	NA19466	0	0	1.0	LWK	AFR
VN045	HG01878	0	0	2.0	KHV	EAS
SL70	HG03571	0	0	1.0	MSL	AFR
NA19064	NA19064	0	0	2.0	JPT	EAS
IT035	HG03862	0	0	2.0	ITU	SAS
NG50	HG03172	0	0	1.0	ESN	AFR
HG00118	HG00118	0	0	2.0	GBR	EUR
IT45	HG03965	0	0	1.0	ITU	SAS
Y030	NA18916	0	0	2.0	YRI	AFR
CLM10	HG01142	0	0	1.0	CLM	AMR
CLM46	HG01441	0	0	2.0	CLM	AMR
HG00232	HG00232	0	0	2.0	GBR	EUR
IBS046	HG01761	0	0	1.0	IBS	EUR
Y056	NA19159	0	0	2.0	YRI	AFR
NA19372	NA19372	0	0	1.0	LWK	AFR
NG68	HG03280	0	0	1.0	ESN	AFR
SH056	HG00590	0	0	2.0	CHS	EAS
NA19473	NA19473	0	0	2.0	LWK	AFR
1444	NA12750	0	0	1.0	CEU	EUR
NA20536	NA20536	0	0	1.0	TSI	EUR
NA18947	NA18947	0	0	2.0	JPT	EAS
PR15	HG01063	0	0	1.0	PUR	AMR
VN009	HG01842	0	0	1.0	KHV	EAS
PEL41	HG02252	0	0	2.0	PEL	AMR
Y009	NA18508	0	0	2.0	YRI	AFR
BB29	HG02323	0	0	1.0	ACB	AFR
IT032	HG03861	0	0	2.0	ITU	SAS
BD61	HG04183	0	0	2.0	BEB	SAS
PEL41	HG02253	0	0	1.0	PEL	AMR
HG01809	HG01809	0	0	2.0	CDX	EAS
NG31	HG03114	0	0	2.0	ESN	AFR
NA20511	NA20511	0	0	1.0	TSI	EUR
VN080	HG02134	0	0	1.0	KHV	EAS
GB66	HG02816	0	0	1.0	GWD	AFR
NA19376	NA19376	0	0	1.0	LWK	AFR
ST025	HG03697	0	0	1.0	STU	SAS
BB36	HG02419	0	0	2.0	ACB	AFR
NG47	HG03163	0	0	1.0	ESN	AFR
GB105	HG03025	0	0	2.0	GWD	AFR
2494	NA20356	0	0	1.0	ASW	AFR
CLM51	HG01455	0	0	1.0	CLM	AMR
PR75	HG01405	0	0	1.0	PUR	AMR
PEL37	HG02102	0	0	2.0	PEL	AMR
HG00982	HG00982	0	0	1.0	CDX	EAS
HG02386	HG02386	0	0	1.0	CDX	EAS
IT015	HG03742	0	0	1.0	ITU	SAS
HG02409	HG02409	0	0	1.0	CDX	EAS
NA18954	NA18954	0	0	2.0	JPT	EAS
PR11	HG01052	0	0	2.0	PUR	AMR
m024	NA19750	0	0	1.0	MXL	AMR
SL05	HG03064	0	0	2.0	MSL	AFR
NA21088	NA21088	0	0	2.0	GIH	SAS
ST080	HG03846	0	0	1.0	STU	SAS
1418	NA12273	0	0	2.0	CEU	EUR
HG02398	HG02398	0	0	1.0	CDX	EAS
HG02156	HG02156	0	0	2.0	CDX	EAS
2368	NA19704	0	0	2.0	ASW	AFR
VN017	HG01850	0	0	2.0	KHV	EAS
HG02407	HG02407	0	0	1.0	CDX	EAS
HG02402	HG02402	0	0	1.0	CDX	EAS
HG00341	HG00341	0	0	1.0	FIN	EUR
NA19070	NA19070	0	0	1.0	JPT	EAS
PR08	HG01049	0	0	2.0	PUR	AMR
PEL009	HG01920	0	0	1.0	PEL	AMR
PR21	HG01080	0	0	2.0	PUR	AMR
CLM68	HG01556	0	0	1.0	CLM	AMR
1421	NA12287	0	0	2.0	CEU	EUR
HG00119	HG00119	0	0	1.0	GBR	EUR
GB25	HG02588	0	0	1.0	GWD	AFR
BB67	HG02554	0	0	1.0	ACB	AFR
1377	NA11894	0	0	2.0	CEU	EUR
1458	NA12842	0	0	1.0	CEU	EUR
GB60	HG02799	0	0	2.0	GWD	AFR
PEL001	HG01566	0	0	2.0	PEL	AMR
PEL016	HG01942	0	0	2.0	PEL	AMR
IBS037	HG01704	0	0	2.0	IBS	EUR
CLM22	HG01275	0	0	2.0	CLM	AMR
VN074	HG02116	0	0	1.0	KHV	EAS
NA20538	NA20538	0	0	1.0	TSI	EUR
PK04	HG01589	0	0	1.0	PJL	SAS
SL50	HG03452	0	0	2.0	MSL	AFR
PK12	HG02651	0	0	1.0	PJL	SAS
SH001	HG00404	0	0	2.0	CHS	EAS
NG97	HG03367	0	0	1.0	ESN	AFR
1340	NA06994	0	0	1.0	CEU	EUR
PEL013	HG01933	0	0	2.0	PEL	AMR
PEL51	HG02291	0	0	1.0	PEL	AMR
HG00131	HG00131	0	0	1.0	GBR	EUR
BB16	HG02332	0	0	1.0	ACB	AFR
1355	NA12414	0	0	2.0	CEU	EUR
HG00133	HG00133	0	0	2.0	GBR	EUR
Y061	NA19121	0	0	1.0	YRI	AFR
Y077	NA19129	NA19128	NA19127	2.0	YRI	AFR
ST111	HG03896	0	0	1.0	STU	SAS
SH063	HG00610	0	0	1.0	CHS	EAS
GB22	HG02574	0	0	2.0	GWD	AFR
IBS052	HG01781	0	0	1.0	IBS	EUR
NA20810	NA20810	0	0	1.0	TSI	EUR
HG00268	HG00268	0	0	2.0	FIN	EUR
NA19035	NA19035	0	0	1.0	LWK	AFR
BB12	HG01990	0	0	1.0	ACB	AFR
NG23	HG02973	0	0	1.0	ESN	AFR
PK30	HG02780	0	0	1.0	PJL	SAS
Y047	NA19172	0	0	2.0	YRI	AFR
NA18638	NA18638	0	0	1.0	CHB	EAS
IBS056	HG02220	0	0	2.0	IBS	EUR
HG02397	HG02397	0	0	1.0	CDX	EAS
BB44	HG02445	0	0	1.0	ACB	AFR
IT202	HG04096	0	0	1.0	ITU	SAS
VN027	HG01860	0	0	1.0	KHV	EAS
1447	NA12761	0	0	2.0	CEU	EUR
NA18571	NA18571	0	0	2.0	CHB	EAS
NA20522	NA20522	0	0	2.0	TSI	EUR
IT029	HG03782	0	0	2.0	ITU	SAS
NA19086	NA19086	0	0	1.0	JPT	EAS
NA19431	NA19431	0	0	2.0	LWK	AFR
VN030	HG01863	0	0	2.0	KHV	EAS
IT45	HG04070	0	0	2.0	ITU	SAS
NA20870	NA20870	0	0	1.0	GIH	SAS
BD17	HG03800	0	0	1.0	BEB	SAS
NG63	HG03265	0	0	1.0	ESN	AFR
HG02382	HG02382	0	0	1.0	CDX	EAS
NA20774	NA20774	0	0	2.0	TSI	EUR
PK06	HG02491	0	0	2.0	PJL	SAS
IT199	HG04090	0	0	2.0	ITU	SAS
VN051	HG02031	0	0	2.0	KHV	EAS
1451	NA12775	0	0	1.0	CEU	EUR
HG00282	HG00282	0	0	2.0	FIN	EUR
NA21106	NA21106	0	0	2.0	GIH	SAS
HG01798	HG01798	0	0	2.0	CDX	EAS
NA20517	NA20517	0	0	2.0	TSI	EUR
HG03567	HG03567	0	0	2.0	MSL	AFR
VN039	HG01872	0	0	1.0	KHV	EAS
IBS062	HG02239	0	0	2.0	IBS	EUR
BB53	HG02479	0	0	2.0	ACB	AFR
ST115	HG03900	0	0	1.0	STU	SAS
2491	NA20348	0	0	1.0	ASW	AFR
HG00310	HG00310	0	0	1.0	FIN	EUR
VN028	HG01861	0	0	1.0	KHV	EAS
PK24	HG02727	0	0	1.0	PJL	SAS
m005	NA19652	0	0	1.0	MXL	AMR
CLM54	HG01465	0	0	2.0	CLM	AMR
NA20770	NA20770	0	0	1.0	TSI	EUR
Y013	NA18516	0	0	1.0	YRI	AFR
PR44	HG01182	0	0	1.0	PUR	AMR
CLM32	HG01359	0	0	1.0	CLM	AMR
1330	NA12341	0	0	2.0	CEU	EUR
BB46	HG02449	0	0	1.0	ACB	AFR
VN024	HG01857	0	0	2.0	KHV	EAS
PEL39	HG02147	0	0	2.0	PEL	AMR
NA19385	NA19385	0	0	1.0	LWK	AFR
CLM24	HG01281	0	0	2.0	CLM	AMR
PEL013	HG01932	0	0	1.0	PEL	AMR
PR05	HG00731	0	0	1.0	PUR	AMR
IT039	HG03780	0	0	2.0	ITU	SAS
NA20587	NA20587	0	0	2.0	TSI	EUR
HG00284	HG00284	0	0	1.0	FIN	EUR
VN066	HG02075	0	0	2.0	KHV	EAS
GB112	HG03045	0	0	1.0	GWD	AFR
NA18618	NA18618	0	0	2.0	CHB	EAS
1345	NA07347	0	0	1.0	CEU	EUR
VN026	HG01859	0	0	2.0	KHV	EAS
ST152	HG04003	0	0	1.0	STU	SAS
Y014	NA18520	0	0	2.0	YRI	AFR
NA18566	NA18566	0	0	2.0	CHB	EAS
NA20905	NA20905	0	0	1.0	GIH	SAS
NA21094	NA21094	0	0	1.0	GIH	SAS
IBS035	HG01699	0	0	1.0	IBS	EUR
PR17	HG01069	0	0	1.0	PUR	AMR
HG02152	HG02152	0	0	2.0	CDX	EAS
HG00978	HG00978	0	0	2.0	CDX	EAS
HG03086	HG03086	0	0	2.0	MSL	AFR
NA20852	NA20852	0	0	1.0	GIH	SAS
Y075	NA19147	0	0	2.0	YRI	AFR
BD14	HG03616	0	0	2.0	BEB	SAS
NA18610	NA18610	0	0	2.0	CHB	EAS
BB06	HG01894	0	0	2.0	ACB	AFR
PK40	HG03234	0	0	1.0	PJL	SAS
HG01816	HG01816	0	0	1.0	CDX	EAS
1377	NA11892	0	0	2.0	CEU	EUR
2494	NA20357	0	0	2.0	ASW	AFR
PR09	HG00740	0	0	2.0	PUR	AMR
SH085	HG00690	0	0	2.0	CHS	EAS
ST050	HG03746	0	0	1.0	STU	SAS
IBS021	HG01610	0	0	1.0	IBS	EUR
GB21	HG02571	0	0	2.0	GWD	AFR
NA18984	NA18984	0	0	1.0	JPT	EAS
SH062	HG00608	0	0	2.0	CHS	EAS
NA20752	NA20752	0	0	1.0	TSI	EUR
HG00113	HG00113	0	0	1.0	GBR	EUR
NA20809	NA20809	0	0	1.0	TSI	EUR
HG00325	HG00325	0	0	1.0	FIN	EUR
HG00272	HG00272	0	0	2.0	FIN	EUR
GB73	HG02837	0	0	2.0	GWD	AFR
VN010	HG01843	0	0	2.0	KHV	EAS
SH069	HG00628	0	0	1.0	CHS	EAS
VN081	HG02137	0	0	1.0	KHV	EAS
PR06	HG01047	0	0	1.0	PUR	AMR
GB45	HG02703	0	0	2.0	GWD	AFR
HG00326	HG00326	0	0	2.0	FIN	EUR
BB15	HG02053	0	0	1.0	ACB	AFR
PEL019	HG01950	0	0	1.0	PEL	AMR
1423	NA11920	0	0	2.0	CEU	EUR
ST041	HG03733	0	0	2.0	STU	SAS
2471	NA20289	0	0	2.0	ASW	AFR
CLM33	HG01362	0	0	1.0	CLM	AMR
IBS034	HG01695	0	0	2.0	IBS	EUR
HG02190	HG02190	0	0	2.0	CDX	EAS
NA19429	NA19429	0	0	1.0	LWK	AFR
CLM15	HG01254	0	0	2.0	CLM	AMR
SH071	HG00634	0	0	1.0	CHS	EAS
Y040	NA19092	0	0	1.0	YRI	AFR
GB23	HG02583	0	0	2.0	GWD	AFR
IT039a	HG03882	0	0	2.0	ITU	SAS
1451	NA12778	0	0	2.0	CEU	EUR
Y005	NA18504	0	0	1.0	YRI	AFR
BD54	HG04161	0	0	1.0	BEB	SAS
PEL22	HG01965	0	0	2.0	PEL	AMR
NA20872	NA20872	0	0	2.0	GIH	SAS
NA20510	NA20510	0	0	1.0	TSI	EUR
m018	NA19729	0	0	1.0	MXL	AMR
HG00336	HG00336	0	0	1.0	FIN	EUR
2405	NA19764	0	0	2.0	MXL	AMR
ST052	HG03755	0	0	1.0	STU	SAS
CLM42	HG01389	0	0	1.0	CLM	AMR
ST001	HG03646	0	0	1.0	STU	SAS
HG00350	HG00350	0	0	2.0	FIN	EUR
HG00106	HG00106	0	0	2.0	GBR	EUR
NA18972	NA18972	0	0	2.0	JPT	EAS
BB20	HG02144	0	0	2.0	ACB	AFR
CLM14	HG01250	0	0	1.0	CLM	AMR
NG98	HG03369	0	0	2.0	ESN	AFR
NA19068	NA19068	0	0	1.0	JPT	EAS
NA19448	NA19448	0	0	1.0	LWK	AFR
IBS022	HG01607	0	0	2.0	IBS	EUR
1340	NA07056	0	0	2.0	CEU	EUR
IBS010	HG01528	0	0	2.0	IBS	EUR
PK63	HG03762	0	0	2.0	PJL	SAS
NA20889	NA20889	0	0	1.0	GIH	SAS
CLM33	HG01363	0	0	2.0	CLM	AMR
GB84	HG02870	0	0	2.0	GWD	AFR
NA20798	NA20798	0	0	1.0	TSI	EUR
SH066	HG00620	0	0	2.0	CHS	EAS
NA18557	NA18557	0	0	1.0	CHB	EAS
VN003	HG01597	0	0	2.0	KHV	EAS
NA18950	NA18950	0	0	2.0	JPT	EAS
m039	NA19795	0	0	1.0	MXL	AMR
NA19011	NA19011	0	0	2.0	JPT	EAS
NA19004	NA19004	0	0	1.0	JPT	EAS
PR35	HG01161	0	0	1.0	PUR	AMR
NA20504	NA20504	0	0	2.0	TSI	EUR
NA19312	NA19312	0	0	1.0	LWK	AFR
NA18553	NA18553	0	0	2.0	CHB	EAS
PR58	HG01286	0	0	1.0	PUR	AMR
NG51	HG03175	0	0	1.0	ESN	AFR
HG00364	HG00364	0	0	2.0	FIN	EUR
Y074	NA19143	0	0	2.0	YRI	AFR
HG00275	HG00275	0	0	2.0	FIN	EUR
NA21133	NA21133	0	0	1.0	GIH	SAS
IT182	HG04062	0	0	2.0	ITU	SAS
SL14	HG03091	0	0	2.0	MSL	AFR
SH058	HG00595	0	0	1.0	CHS	EAS
HG02181	HG02181	0	0	2.0	CDX	EAS
NA19380	NA19380	0	0	1.0	LWK	AFR
IBS023	HG01606	0	0	1.0	IBS	EUR
NG37	HG03132	0	0	2.0	ESN	AFR
GB113	HG03048	0	0	1.0	GWD	AFR
NA20513	NA20513	0	0	1.0	TSI	EUR
HG02379	HG02379	0	0	1.0	CDX	EAS
NA20532	NA20532	0	0	1.0	TSI	EUR
HG00238	HG00238	0	0	2.0	GBR	EUR
NA18625	NA18625	0	0	2.0	CHB	EAS
NA19314	NA19314	0	0	2.0	LWK	AFR
HG00240	HG00240	0	0	2.0	GBR	EUR
PK56	HG03663	0	0	1.0	PJL	SAS
SH064	HG00613	0	0	1.0	CHS	EAS
CLM63	HG01492	0	0	2.0	CLM	AMR
VN090	HG02521	0	0	1.0	KHV	EAS
PR12	HG01054	0	0	1.0	PUR	AMR
HG00181	HG00181	0	0	1.0	FIN	EUR
VN016	HG01849	0	0	1.0	KHV	EAS
VN086	HG02142	0	0	2.0	KHV	EAS
NG72	HG03291	0	0	2.0	ESN	AFR
2446	NA20126	0	0	1.0	ASW	AFR
NA18606	NA18606	0	0	1.0	CHB	EAS
BD39	HG03931	0	0	2.0	BEB	SAS
1346	NA12043	0	0	1.0	CEU	EUR
VN065	HG02073	0	0	1.0	KHV	EAS
1416	NA12249	0	0	2.0	CEU	EUR
PEL34	HG02006	0	0	2.0	PEL	AMR
NA19307	NA19307	0	0	1.0	LWK	AFR
NA20862	NA20862	0	0	2.0	GIH	SAS
NG27	HG03103	0	0	1.0	ESN	AFR
NA18537	NA18537	0	0	2.0	CHB	EAS
PEL44	HG02265	0	0	1.0	PEL	AMR
CLM09	HG01139	0	0	1.0	CLM	AMR
HG02364	HG02364	0	0	1.0	CDX	EAS
BD10	HG03604	0	0	2.0	BEB	SAS
2481a	NA20320	0	0	2.0	ASW	AFR
NG29	HG03109	0	0	1.0	ESN	AFR
IBS054	HG01786	0	0	2.0	IBS	EUR
ST038	HG03740	0	0	1.0	STU	SAS
NA18538	NA18538	0	0	2.0	CHB	EAS
NA19065	NA19065	0	0	2.0	JPT	EAS
BB27	HG02317	0	0	1.0	ACB	AFR
NA18622	NA18622	0	0	1.0	CHB	EAS
PR35	HG01162	0	0	2.0	PUR	AMR
BB70	HG02580	0	0	2.0	ACB	AFR
HG02351	HG02351	0	0	1.0	CDX	EAS
BB23	HG02307	0	0	1.0	ACB	AFR
NA20524	NA20524	0	0	1.0	TSI	EUR
PK07	HG02494	0	0	2.0	PJL	SAS
NG107	HG03515	0	0	1.0	ESN	AFR
Y043	NA19137	0	0	2.0	YRI	AFR
NA20783	NA20783	0	0	1.0	TSI	EUR
NA18747	NA18747	0	0	1.0	CHB	EAS
ST022	HG03694	0	0	1.0	STU	SAS
BD20	HG03808	0	0	2.0	BEB	SAS
Y007	NA18868	0	0	1.0	YRI	AFR
IBS050	HG01773	0	0	2.0	IBS	EUR
CLM16	HG01257	0	0	2.0	CLM	AMR
HG01807	HG01807	0	0	2.0	CDX	EAS
NA20759	NA20759	0	0	1.0	TSI	EUR
m016	NA19723	0	0	1.0	MXL	AMR
SH088	HG00699	0	0	2.0	CHS	EAS
VN048	HG02023	0	0	1.0	KHV	EAS
Y111	NA19189	0	0	1.0	YRI	AFR
NA18635	NA18635	0	0	1.0	CHB	EAS
SH073	HG00653	0	0	1.0	CHS	EAS
PR14	HG01060	0	0	1.0	PUR	AMR
Y023	NA18856	0	0	1.0	YRI	AFR
1424a	NA11932	0	0	1.0	CEU	EUR
SH003	HG00410	0	0	2.0	CHS	EAS
NA20859	NA20859	0	0	2.0	GIH	SAS
ST111	HG03894	0	0	2.0	STU	SAS
BB13	HG02010	0	0	2.0	ACB	AFR
2436	NA19982	0	0	1.0	ASW	AFR
PR78	HG01414	0	0	2.0	PUR	AMR
IT022	HG03777	0	0	1.0	ITU	SAS
BD27	HG03830	0	0	1.0	BEB	SAS
NG109	HG03520	0	0	2.0	ESN	AFR
NA18960	NA18960	0	0	1.0	JPT	EAS
SH068	HG00625	0	0	1.0	CHS	EAS
PR24	HG01171	0	0	2.0	PUR	AMR
SL18	HG03212	0	0	2.0	MSL	AFR
NA20806	NA20806	0	0	1.0	TSI	EUR
BB16	HG02095	0	0	2.0	ACB	AFR
HG00373	HG00373	0	0	2.0	FIN	EUR
BD42	HG03941	0	0	1.0	BEB	SAS
IT227	HG04216	0	0	2.0	ITU	SAS
2472	NA20291	0	0	1.0	ASW	AFR
NA18526	NA18526	0	0	2.0	CHB	EAS
PEL29	HG01991	0	0	1.0	PEL	AMR
IT016	HG03770	0	0	2.0	ITU	SAS
VN064	HG02070	0	0	1.0	KHV	EAS
SL66	HG03559	0	0	1.0	MSL	AFR
ST123	HG03949	0	0	2.0	STU	SAS
2433	NA19920	0	0	1.0	ASW	AFR
NA19351	NA19351	0	0	2.0	LWK	AFR
