# nrow,Sequencing Panel,Sample ID (Illumina),Sample ID (Collaborator),Sample ID (SGDP),DNA Source,"Embargo level (X=Fully Public, Y=Signed Letter)",Genetic sex assignment,Population ID,Region,Country,Town,Latitude,Longitude,Coverage (mean), Number of bases covered without masking , Number of bases covered filter level >=0 , Number of bases covered filter level >=1 , Number of bases covered filter level >=9 ,Divergence per bp to hg19 without masking,Divergence per bp to hg19 filter level >=0,Divergence per bp to hg19 filter level >=1,Divergence per bp to hg19 filter level >=9,mtDNA haplogroup,Y haplogroup,samtools autosomal heterozygosity,samtools X heterozygosity,mlrho autosomal heterozygosity,mlrho X chromosome heterozygosity,zygosities:mlrho_X_het_lowerBound,zygosities:mlrho_X_het_upperBound,GATK heterozygosity rate filter level without masking,GATK heterozygosity rate filter level filter level >=0,GATK heterozygosity rate filter level filter level >=1,GATK heterozygosity rate filter level filter level >=9,Neanderthal ancestry estimate based on rate of nd10 sites,Denisova ancestry estimate based on rate of nd10 sites,Discordance rate with Human Origins SNP array,Fraction of variants not seen in 1kg at filter level >=1 ,Fraction of genome covered at 20X,Fraction of genome covered at 10X,Concordance with Omni genotyping array,Contamination estimate (conTEST) at filter level>=0 (fraction),Contamination estimate (conTEST) at filter level>=1 (fraction),Contamination estimate (conTEST) at filter level>=9 (fraction)
103,C,LP6005443-DNA_C04,Nlk18,S_Even-2,Genomic_from_blood,X,XY,Even,CentralAsiaSiberia,Russia,"Djigda, Eastern Siberia",57.53,135.88,40.22,"2,655,483,341","2,329,405,477","2,153,140,374","1,166,009,280",0.001046072,0.000927936,0.000885279,0.000856,D4j4a,C3c1,0.00079382,3.98E-05,8.42E-04,5.89E-05,5.73E-05,6.05E-05,0.000831146,0.000690316,0.000661333,0.00063698,0.022,0.004,0.002,0.0185,0.89,0.92,0.993,0.001,0.001,0.001
104,C,LP6005443-DNA_B04,Nlk3,S_Even-3,Genomic_from_blood,X,XX,Even,CentralAsiaSiberia,Russia,"Djigda, Eastern Siberia",57.53,135.88,50.31,"2,655,725,967","2,328,521,273","2,148,634,619","1,177,471,102",0.001045108,0.000926524,0.000883703,0.000857,D4o2,..,0.00080534,0.000379838,8.44E-04,4.49E-04,4.43E-04,4.54E-04,0.000848655,0.000705357,0.000674403,0.000651982,0.022,0.003,0.002,0.0181,0.91,0.91,0.995,0.001,0.001,0.001
105,C,LP6005443-DNA_D04,Kor82,S_Itelman-1,Genomic_from_blood,X,XX,Itelman,CentralAsiaSiberia,Russia,"Kovran, Kamchatka",57,157,47.65,"2,656,951,572","2,327,886,541","2,126,500,167","1,217,646,919",0.001049424,0.000928906,0.000885144,0.00086,G1b,..,0.00076571,0.000435264,7.88E-04,4.98E-04,4.92E-04,5.04E-04,0.000803732,0.000660753,0.000629897,0.000610613,0.022,0.003,..,0.0196,0.91,0.91,0.993,0.001,0.001,0.001
106,C,LP6005677-DNA_B02,Bishkek28440,S_Kyrgyz-1,Genomic_from_blood,X,XY,Kyrgyz,CentralAsiaSiberia,Kyrgyzystan,Bishkek,42.9,74.6,48.53,"2,641,873,591","2,311,980,306","2,137,024,561","1,194,146,486",0.001040537,0.00092104,0.000875934,0.000839,G2a:0,R1a1a1b2a1,0.000850665,4.35E-05,9.19E-04,6.91E-05,6.74E-05,7.09E-05,0.000894614,0.000748992,0.000716031,0.000687513,0.024,0.003,..,0.0163,0.91,0.92,0.992,0.001,0.001,0.001
107,C,LP6005677-DNA_A02,Bishkek28439,S_Kyrgyz-2,Genomic_from_blood,X,XX,Kyrgyz,CentralAsiaSiberia,Kyrgyzystan,Bishkek,42.9,74.6,38.86,"2,655,978,885","2,329,501,194","2,154,998,771","1,264,911,720",0.001027147,0.000913647,0.000871916,0.000844,C4,..,0.000874427,0.000419687,9.08E-04,4.88E-04,4.83E-04,4.93E-04,0.000914173,0.000771621,0.000737579,0.000713775,0.021,0.003,..,0.0168,0.9,0.91,0.995,0.001,0.001,0.001
108,C,LP6005443-DNA_F04,Mansi79,S_Mansi-1,Genomic_from_blood,X,XY,Mansi,CentralAsiaSiberia,Russia,"Sos'va river, Western Siberia",63.8,61.45,38.86,"2,655,180,245","2,330,408,323","2,255,258,524","1,261,877,425",0.001032465,0.000918392,0.000883617,0.000852,J1d,N1c2b2,0.000838873,3.56E-05,8.90E-04,5.59E-05,5.44E-05,5.75E-05,0.000872307,0.000737274,0.000713781,0.00072576,0.021,0.003,0.002,0.0177,0.89,0.92,0.993,0.001,0.001,0.001
109,C,LP6005443-DNA_G04,Mansi41,S_Mansi-2,Genomic_from_blood,X,XX,Mansi,CentralAsiaSiberia,Russia,"Shugur, Western Siberia",63.65,62.1,46.22,"2,656,780,241","2,329,034,340","2,135,568,197","1,202,614,027",0.001030416,0.000913816,0.000869772,0.000841,K2a5,..,0.000869227,0.00050018,9.00E-04,5.62E-04,5.56E-04,5.68E-04,0.000910665,0.000768381,0.000733631,0.000711197,0.021,0.002,..,0.0156,0.91,0.91,0.993,0.001,0.001,0.001
110,C,LP6005441-DNA_E08,HGDP01228,S_Mongola-1,Genomic_from_cell_lines,X,XY,Mongola,CentralAsiaSiberia,China,?,45,111,39.08,"2,655,562,762","2,325,419,999","2,122,364,440","1,226,635,830",0.001045834,0.000930672,0.000881272,0.000836,D4c1b,O3a2c,0.000813771,4.11E-05,8.88E-04,7.07E-05,6.89E-05,7.25E-05,0.000854216,0.000718714,0.000683843,0.000647331,0.024,0.004,0.003,0.0187,0.88,0.92,0.994,0.001,0.001,0.001
111,C,LP6005441-DNA_F08,HGDP01223,S_Mongola-2,Genomic_from_cell_lines,X,XX,Mongola,CentralAsiaSiberia,China,?,45,111,44.9,"2,657,027,469","2,325,232,756","2,127,472,332","1,242,919,355",0.001049372,0.000932132,0.000884644,0.000843,M7b3,..,0.000830971,0.000451498,8.60E-04,5.12E-04,5.06E-04,5.17E-04,0.000870401,0.00072874,0.000694558,0.00066591,0.023,0.004,0.002,0.0166,0.91,0.91,0.993,0.001,0.001,0.001
112,C,LP6005443-DNA_E05,Ale32,S_Tlingit-1,Genomic_from_blood,X,XY,Tlingit,CentralAsiaSiberia,Russia,"Preobrazhenskoe, Commander Islands",53,158.65,44.97,"2,657,230,491","2,329,114,474","2,128,238,175","1,240,525,553",0.001026112,0.000912019,0.000866904,0.00083,D2a,N1c2b2,0.000873939,4.19E-05,9.31E-04,5.83E-05,5.67E-05,5.99E-05,0.000911415,0.000771384,0.000735784,0.000706411,0.022,0.002,0.002,0.015,0.9,0.92,0.993,0.001,0.001,0.001
113,C,LP6005443-DNA_D05,Ale14,S_Tlingit-2,Genomic_from_blood,X,XX,Tlingit,CentralAsiaSiberia,Russia,"Nikolskoye, Commander Islands",55.18,166,47.61,"2,648,696,532","2,320,706,774","2,131,427,371","1,205,831,562",0.001024575,0.000910602,0.000867141,0.000836,D2a,..,0.000860245,0.000466237,8.89E-04,5.29E-04,5.23E-04,5.35E-04,0.000897604,0.000756711,0.000722439,0.000698994,0.023,0.003,0.002,0.0159,0.91,0.91,0.993,0.001,0.001,0.001
114,C,LP6005442-DNA_F12,Tuba19,S_Tubalar-1,Genomic_from_blood,X,XX,Tubalar,CentralAsiaSiberia,Russia,"Artybash and Kebezen, Altai-Sayan Upland",51.13333333,87,39.27,"2,656,370,756","2,326,745,326","2,140,678,416","1,168,537,985",0.001027027,0.000914122,0.000870846,0.000835,C4b3,..,0.000868771,0.00050576,8.77E-04,5.58E-04,5.53E-04,5.64E-04,0.000899662,0.000763344,0.000729924,0.000702749,0.023,0.004,0.002,0.0159,0.91,0.91,0.992,0.001,0.001,0.001
115,C,LP6005442-DNA_E12,Tuba9,S_Tubalar-2,Genomic_from_blood,X,XX,Tubalar,CentralAsiaSiberia,Russia,"Artybash and Kebezen, Altai-Sayan Upland",51.13333333,87,41.96,"2,656,738,430","2,329,590,804","2,160,924,669","1,269,326,447",0.001036114,0.000920836,0.000878753,0.000853,D4b1a2a1,..,0.000867687,0.00047685,8.93E-04,5.36E-04,5.31E-04,5.42E-04,0.000906436,0.000763428,0.000729953,0.000707594,0.024,0.004,0.002,0.016,0.91,0.91,0.994,0.001,0.001,0.001
116,C,LP6005442-DNA_H12,Ul31,S_Ulchi-1,Genomic_from_blood,X,XX,Ulchi,CentralAsiaSiberia,Russia,"Nizhniy Gavan, Lower Amur",52.43,140.42,43.3,"2,655,618,180","2,327,088,078","2,144,692,907","1,195,563,902",0.001051974,0.000932818,0.000887898,0.000852,Y1a,..,0.00080503,0.000396528,8.32E-04,4.55E-04,4.50E-04,4.60E-04,0.000842509,0.000702172,0.000670856,0.000646914,0.026,0.004,0.002,0.0191,0.91,0.91,0.993,0.001,0.001,0.001
117,C,LP6005442-DNA_G12,Ul5,S_Ulchi-2,Genomic_from_blood,X,XX,Ulchi,CentralAsiaSiberia,Russia,"Bogorodskoe, Lower Amur",52.37,140.45,41.02,"2,655,066,789","2,327,587,894","2,141,215,662","1,160,827,669",0.001050121,0.00093111,0.000886468,0.000852,C5a1,..,0.000815551,0.000391408,8.44E-04,4.51E-04,4.46E-04,4.56E-04,0.000853738,0.000711551,0.000679642,0.000655911,0.022,0.005,0.002,0.0188,0.91,0.91,0.993,0.001,0.001,0.001
118,C,LP6005442-DNA_F01,HGDP00956,S_Yakut-1,Genomic_from_cell_lines,X,XX,Yakut,CentralAsiaSiberia,Russia,?,63,129.5,40.03,"2,656,712,614","2,299,595,125","1,976,329,945","1,166,392,217",0.001047075,0.000927664,0.000881646,0.000816,G2a:0,..,0.000830402,0.000475308,8.43E-04,5.23E-04,5.17E-04,5.28E-04,0.000871535,0.000728001,0.000693441,0.000649945,0.028,0.004,0.002,0.0179,0.91,0.91,0.993,0.001,0.001,0.001
119,C,LP6005443-DNA_D02,HGDP00951,S_Yakut-2,Genomic_from_cell_lines,X,XY,Yakut,CentralAsiaSiberia,Russia,?,63,129.5,47.53,"2,638,984,842","2,310,541,311","2,120,418,821","1,250,310,568",0.001050751,0.000929604,0.000882854,0.000843,F2b,N1c1a1,0.000808071,3.88E-05,8.65E-04,5.79E-05,5.63E-05,5.96E-05,0.000844341,0.000699481,0.00066823,0.000643032,0.022,0.004,0.002,0.0179,0.9,0.92,0.993,0.001,0.001,0.001
120,C,LP6005442-DNA_C07,NA13607,S_Ami-1,Genomic_from_cell_lines,X,XY,Ami,EastAsia,Taiwan,Cell_line_repository_sampling_location_unknown,22.843145,121.185356,36.74,"2,655,339,860","2,327,444,775","2,117,393,263","1,196,065,966",0.001042928,0.000928662,0.000882301,0.000845,M7c3c,O3a2b1,0.00076377,3.98E-05,8.00E-04,5.46E-05,5.31E-05,5.61E-05,0.000796826,0.000663237,0.000633023,0.000605553,0.022,0.004,0.002,0.0183,0.88,0.92,0.993,0.001,0.001,0.001
121,C,LP6005443-DNA_G05,NA13616,S_Ami-2,Genomic_from_cell_lines,X,XY,Ami,EastAsia,Taiwan,Cell_line_repository_sampling_location_unknown,22.843145,121.185356,46.3,"2,653,026,938","2,324,044,747","2,142,534,307","1,160,273,505",0.001049832,0.000931326,0.000884844,0.000836,B4a1a,O3a2b1,0.000760868,4.00E-05,8.09E-04,5.69E-05,5.53E-05,5.84E-05,0.000795739,0.000659476,0.00063108,0.000592823,0.024,0.003,0.002,0.0198,0.9,0.92,0.993,0.001,0.001,0.001
122,C,LP6005442-DNA_E07,NA13604,S_Atayal-1,Genomic_from_cell_lines,X,XY,Atayal,EastAsia,Taiwan,Cell_line_repository_sampling_location_unknown,24.611712,121.296444,37.18,"2,654,769,305","2,326,985,381","2,128,654,305","1,243,304,712",0.001041544,0.000927946,0.000882007,0.000844,N9a10a,O1a1,0.000723831,3.98E-05,7.59E-04,5.49E-05,5.34E-05,5.64E-05,0.000755129,0.000628047,0.000600454,0.000577449,0.023,0.003,0.002,0.0184,0.88,0.92,0.994,0.001,0.001,0.001
123,C,LP6005519-DNA_B06,Bu16,S_Burmese-1,Genomic_from_saliva,X,XY,Burmese,EastAsia,Myanmar,Mandalay (sampled in Singapore),17,96.7,57.19,"2,645,294,408","2,313,558,806","2,130,974,084","1,206,389,382",0.001047862,0.000929404,0.000882485,0.000839,F1c1a,O3a1c2,0.000829572,4.36E-05,8.91E-04,6.86E-05,6.68E-05,7.04E-05,0.000868064,0.000724875,0.000692785,0.00066204,0.024,0.004,..,0.0172,0.92,0.92,0.993,0.001,0.001,0.001
124,C,LP6005519-DNA_A06,Bu5,S_Burmese-2,Genomic_from_saliva,X,XY,Burmese,EastAsia,Myanmar,Yangon (sampled in Singapore),17,96.7,49.5,"2,648,305,321","2,317,914,225","2,130,018,202","1,166,242,898",0.001047144,0.000929571,0.000884015,0.000846,M74b,O3a2c1a,0.000845431,4.58E-05,9.04E-04,6.87E-05,6.70E-05,7.05E-05,0.000885393,0.000742056,0.000709261,0.000678619,0.022,0.005,..,0.0161,0.91,0.92,0.993,0.001,0.001,0.001
125,C,LP6005441-DNA_G03,HGDP00717,S_Cambodian-1,Genomic_from_cell_lines,X,XY,Cambodian,EastAsia,Cambodia,?,12,105,42.94,"2,655,643,011","2,326,601,957","2,144,469,457","1,205,342,522",0.001048039,0.000930661,0.000885024,0.000843,F1f,O2a1,0.000822007,4.28E-05,8.73E-04,6.20E-05,6.04E-05,6.37E-05,0.000855994,0.000714086,0.000682552,0.000651689,0.025,0.004,0.005,0.0199,0.9,0.92,0.992,0.001,0.001,0.001
126,C,LP6005441-DNA_H03,HGDP00713,S_Cambodian-2,Genomic_from_cell_lines,X,XX,Cambodian,EastAsia,Cambodia,?,12,105,38.93,"2,654,629,657","2,326,558,078","2,151,128,285","1,161,066,081",0.001044174,0.000928005,0.00088462,0.00085,F1a1a1,..,0.000860339,0.00045183,8.78E-04,5.12E-04,5.07E-04,5.18E-04,0.000894198,0.00075126,0.000718921,0.000694585,0.023,0.006,0.005,0.0182,0.9,0.91,0.992,0.001,0.001,0.001
127,C,LP6005592-DNA_D03,HGDP01314,S_Dai-1,Genomic_from_cell_lines,X,XX,Dai,EastAsia,China,?,21,100,49.51,"2,644,465,325","2,315,870,505","2,126,573,405","1,183,316,214",0.001048677,0.000929729,0.000882794,0.000839,F1g,..,0.00082176,0.000435254,8.65E-04,5.16E-04,5.10E-04,5.22E-04,0.000862261,0.000717103,0.000683214,0.000653161,0.023,0.005,0.002,0.0158,0.91,0.91,0.994,0.001,0.001,0.001
128,C,LP6005443-DNA_B01,HGDP01312,S_Dai-2,Genomic_from_cell_lines,X,XY,Dai,EastAsia,China,?,21,100,39.75,"2,655,586,193","2,326,472,558","2,131,214,831","1,230,391,200",0.001047499,0.000929871,0.00088405,0.000844,F1a2,O2a1,0.000793714,4.75E-05,8.44E-04,6.40E-05,6.23E-05,6.57E-05,0.000830783,0.000690685,0.000659413,0.000631285,0.023,0.004,0.002,0.0148,0.89,0.92,0.993,0.001,0.001,0.001
129,C,LP6005441-DNA_D04,HGDP01315,S_Dai-3,Genomic_from_cell_lines,X,XX,Dai,EastAsia,China,?,21,100,39.05,"2,654,739,152","2,303,553,142","2,120,101,947","1,251,701,124",0.001049942,0.000929494,0.000885494,0.000855,M7c3b,..,0.000801645,0.000423033,8.23E-04,4.77E-04,4.72E-04,4.82E-04,0.000844619,0.000702467,0.000672596,0.000653619,0.024,0.003,0.002,0.0154,0.9,0.91,0.993,0.001,0.001,0.001
130,C,LP6005441-DNA_F04,HGDP01215,S_Daur-2,Genomic_from_cell_lines,X,XX,Daur,EastAsia,China,?,48.5,124,45.92,"2,655,767,487","2,325,568,387","2,139,516,312","1,259,122,746",0.001042451,0.000925944,0.000880807,0.000843,Z4,..,0.000834111,0.000446709,8.69E-04,5.17E-04,5.11E-04,5.23E-04,0.000870888,0.000728258,0.00069533,0.000669901,0.022,0.004,0.004,0.0174,0.91,0.91,0.993,0.001,0.001,0.001
131,C,LP6005441-DNA_D05,HGDP00783,S_Han-1,Genomic_from_cell_lines,X,XX,Han,EastAsia,China,?,32.3,114,68.83,"2,657,433,049","2,320,981,297","2,154,108,658","1,233,061,374",0.001051553,0.000930736,0.000883847,0.000838,D5a2a1:0,..,..,0.000424728,8.81E-04,5.06E-04,5.00E-04,5.13E-04,0.000869379,0.000722833,0.00069051,0.000663875,0.024,0.005,0.002,0.0168,0.91,0.92,0.993,0.001,0.001,0.001
132,C,LP6005441-DNA_C05,HGDP00785,S_Han-2,Genomic_from_cell_lines,X,XY,Han,EastAsia,China,?,32.3,114,42.36,"2,655,077,091","2,315,674,363","2,107,655,594","1,229,325,852",0.001040899,0.000924949,0.00087678,0.000831,M7b1'2'4'5'6'7'8,O1a1,0.000792535,3.99E-05,8.45E-04,5.90E-05,5.74E-05,6.06E-05,0.000828866,0.000695483,0.000663817,0.000634636,0.023,0.004,0.002,0.0163,0.89,0.92,0.993,0.001,0.001,0.001
133,C,LP6005441-DNA_G05,HGDP01240,S_Hezhen-1,Genomic_from_cell_lines,X,XY,Hezhen,EastAsia,China,?,47.5,133.5,42.73,"2,655,159,153","2,327,919,743","2,134,329,574","1,157,976,319",0.001045462,0.00092843,0.000884479,0.000856,C4b3a,O2b,0.000792984,3.82E-05,8.45E-04,6.19E-05,6.03E-05,6.36E-05,0.000825886,0.000690368,0.000660779,0.000635508,0.021,0.004,0.002,0.0189,0.9,0.92,0.993,0.001,0.001,0.001
134,C,LP6005441-DNA_H05,HGDP01242,S_Hezhen-2,Genomic_from_cell_lines,X,XX,Hezhen,EastAsia,China,?,47.5,133.5,40.54,"2,654,845,046","2,324,503,229","2,155,181,729","1,218,867,369",0.001045989,0.000929313,0.000885027,0.000846,C5d1,..,0.000829576,0.000430353,8.60E-04,4.92E-04,4.87E-04,4.97E-04,0.00086503,0.000725143,0.000693975,0.000668523,0.024,0.003,0.002,0.0176,0.91,0.91,0.993,0.001,0.001,0.001
135,C,LP6005441-DNA_C06,HGDP00749,S_Japanese-1,Genomic_from_cell_lines,X,XY,Japanese,EastAsia,Japan,?,38,138,83.23,"2,657,363,411","2,316,613,970","2,142,041,883","1,225,752,083",0.001052156,0.000932007,0.000883271,0.000833,N9b1a,O3a2c1a,0.000801412,3.92E-05,8.91E-04,6.72E-05,6.52E-05,6.92E-05,0.000843906,0.000696695,0.000664792,0.000629864,0.022,0.003,0.002,0.0161,0.92,0.92,0.993,0.001,0.001,0.001
136,C,LP6005441-DNA_D06,HGDP00773,S_Japanese-2,Genomic_from_cell_lines,X,XX,Japanese,EastAsia,Japan,?,38,138,41.99,"2,654,732,572","2,321,173,879","2,132,151,003","1,257,578,170",0.001045112,0.000927579,0.000885165,0.000859,M7b2,..,0.000826611,0.000401657,8.63E-04,4.70E-04,4.65E-04,4.76E-04,0.000866099,0.000723153,0.000692915,0.000675105,0.021,0.004,0.002,0.0157,0.91,0.91,0.993,0.001,0.001,0.001
137,C,LP6005592-DNA_C02,NA18940,S_Japanese-3,Genomic_from_cell_lines,X,XY,Japanese,EastAsia,Japan,Tokyo,38,138,48.34,"2,649,907,779","2,322,373,738","2,142,098,275","1,167,882,475",0.00104569,0.000929011,0.000886344,0.000849,M7a1a1a,D2a4,0.000813814,4.12E-05,8.63E-04,6.09E-05,5.92E-05,6.26E-05,0.000846853,0.000704047,0.000674866,0.000644656,0.021,0.004,..,0.0106,0.91,0.92,0.993,0.001,0.001,0.001
138,C,LP6005442-DNA_D11,HG01600,S_Kinh-1,Genomic_from_cell_lines,X,XX,Kinh,EastAsia,Vietnam,Ho Chi Minh City,21,105.9,38.35,"2,655,885,087","2,326,548,669","2,133,302,797","1,207,003,038",0.001050952,0.000932321,0.000887964,0.000853,F1f,..,0.000828772,0.000411659,8.62E-04,4.75E-04,4.70E-04,4.80E-04,0.000870489,0.000726988,0.000694955,0.000673772,0.024,0.003,0.002,0.0107,0.9,0.91,0.992,0.001,0.001,0.001
139,C,LP6005442-DNA_C11,HG01846,S_Kinh-2,Genomic_from_cell_lines,X,XY,Kinh,EastAsia,Vietnam,Ho Chi Minh City,21,105.9,37.2,"2,656,102,294","2,325,125,144","2,153,886,000","1,259,434,643",0.001046785,0.000927466,0.000884095,0.000849,M7b8,O2a1a,0.000806996,4.40E-05,8.59E-04,6.67E-05,6.51E-05,6.84E-05,0.000845209,0.000702946,0.000673029,0.000647153,0.023,0.004,0.002,0.0106,0.88,0.92,0.993,0.001,0.001,0.001
140,C,LP6005443-DNA_D06,ND19394,S_Korean-1,Genomic_from_cell_lines,X,XY,Korean,EastAsia,Korea,Cell_line_repository_sampling_location_unknown,37.6,127,44.32,"2,630,366,233","2,304,943,501","2,127,213,367","1,241,801,972",0.001049908,0.00093243,0.000884591,0.000834,F4a1,O3a2c,0.000798039,3.59E-05,8.57E-04,5.67E-05,5.52E-05,5.83E-05,0.000833969,0.00069669,0.000664469,0.00063068,0.023,0.004,0.002,0.0166,0.9,0.92,0.993,0.001,0.001,0.001
141,C,LP6005443-DNA_C06,NA00726,S_Korean-2,Genomic_from_cell_lines,X,XX,Korean,EastAsia,Korea,Cell_line_repository_sampling_location_unknown,37.6,127,53.33,"2,638,380,783","2,309,140,148","2,104,709,874","1,151,163,199",0.001047658,0.00093169,0.000884746,0.000844,G3a2,..,0.000829356,0.000442924,8.64E-04,5.12E-04,5.07E-04,5.18E-04,0.000867327,0.000724829,0.000690032,0.000660783,0.025,0.004,0.002,0.0178,0.91,0.91,0.992,0.001,0.001,0.001
142,C,LP6005441-DNA_B07,HGDP01323,S_Lahu-1,Genomic_from_cell_lines,X,XX,Lahu,EastAsia,China,?,22,100,38.44,"2,655,346,607","2,326,537,218","2,143,884,903","1,231,580,076",0.001043229,0.000928642,0.000885758,0.000853,C7a,..,0.000820334,0.00038898,8.49E-04,4.47E-04,4.42E-04,4.52E-04,0.000855691,0.000715869,0.000684928,0.000661683,0.022,0.005,0.002,0.0166,0.9,0.91,0.994,0.001,0.001,0.001
143,C,LP6005443-DNA_E01,HGDP01320,S_Lahu-2,Genomic_from_cell_lines,X,XY,Lahu,EastAsia,China,?,22,100,58.14,"2,652,931,423","2,320,401,153","2,143,833,778","1,236,654,609",0.001052064,0.000932555,0.000887302,0.000853,D4j1a1,F2,0.000784622,4.55E-05,8.47E-04,6.87E-05,6.69E-05,7.05E-05,0.000826242,0.000680478,0.000650769,0.000629845,0.023,0.004,0.002,0.0169,0.92,0.92,0.993,0.001,0.001,0.001
144,C,LP6005441-DNA_C08,HGDP01191,S_Miao-1,Genomic_from_cell_lines,X,XY,Miao,EastAsia,China,?,28,109,34.95,"2,655,533,497","2,325,015,753","2,111,051,799","1,204,469,617",0.001042968,0.000929664,0.000881791,0.000841,D4i,O2a1a,0.000785465,3.88E-05,8.38E-04,5.69E-05,5.53E-05,5.84E-05,0.000822749,0.000689314,0.000656889,0.000626403,0.023,0.005,0.002,0.017,0.87,0.92,0.992,0.001,0.001,0.001
145,C,LP6005441-DNA_D08,HGDP01198,S_Miao-2,Genomic_from_cell_lines,X,XX,Miao,EastAsia,China,?,28,109,37.11,"2,655,196,030","2,324,230,792","2,100,344,372","1,173,870,932",0.001039412,0.00092598,0.000876624,0.000835,B4d1,..,0.000812217,0.000434188,8.62E-04,5.07E-04,5.02E-04,5.12E-04,0.000853243,0.000718001,0.000682077,0.000653161,0.023,0.006,0.003,0.0181,0.9,0.91,0.993,0.001,0.001,0.001
146,C,LP6005443-DNA_E09,HGDP01338,S_Naxi-1,Genomic_from_cell_lines,X,XY,Naxi,EastAsia,China,?,26,100,41.35,"2,645,482,523","2,315,991,780","2,127,088,024","1,259,549,247",0.001054902,0.000933107,0.000887824,0.000853,A11b,O3a2c1a,0.000807727,4.89E-05,8.69E-04,7.09E-05,6.92E-05,7.27E-05,0.000850772,0.000705919,0.000674941,0.000649677,0.022,0.005,0.002,0.0172,0.89,0.92,0.993,0.001,0.001,0.001
147,C,LP6005441-DNA_A09,HGDP01344,S_Naxi-2,Genomic_from_cell_lines,X,XY,Naxi,EastAsia,China,?,26,100,41.19,"2,657,092,922","2,322,878,657","2,107,128,350","1,225,011,649",0.001038254,0.000925633,0.000879315,0.000836,B4a4,N,0.000905972,0.00030481,9.78E-04,3.28E-04,3.25E-04,3.32E-04,0.000939164,0.000789508,0.000752638,0.000706697,0.025,0.004,0.029,0.0163,0.9,0.92,0.967,0.047,0.048,0.051
148,C,LP6005441-DNA_B09,HGDP01345,S_Naxi-3,Genomic_from_cell_lines,X,XX,Naxi,EastAsia,China,?,26,100,42.06,"2,655,953,536","2,321,980,370","2,103,250,035","1,168,735,812",0.00105062,0.000933199,0.000886941,0.000848,M71a1,..,0.000824189,0.000417954,8.54E-04,4.76E-04,4.70E-04,4.81E-04,0.000861253,0.00072373,0.000691628,0.000667319,0.024,0.005,0.003,0.0168,0.91,0.91,0.993,0.001,0.001,0.001
149,C,LP6005441-DNA_E09,HGDP01203,S_Oroqen-1,Genomic_from_cell_lines,X,XY,Oroqen,EastAsia,China,?,50.4,126.5,38.93,"2,656,390,019","2,325,380,629","2,144,557,694","1,165,809,658",0.001043878,0.00092614,0.000881632,0.000841,D3,N1c1a,0.00078078,3.85E-05,8.32E-04,6.09E-05,5.93E-05,6.25E-05,0.000817006,0.00067676,0.00064785,0.000618608,0.024,0.004,0.002,0.0188,0.88,0.92,0.993,0.001,0.001,0.001
150,C,LP6005441-DNA_F09,HGDP01211,S_Oroqen-2,Genomic_from_cell_lines,X,XX,Oroqen,EastAsia,China,?,50.4,126.5,40.47,"2,656,658,587","2,326,553,458","2,146,694,617","1,211,048,840",0.001046315,0.00092902,0.000883192,0.000838,D3,..,0.000796555,0.000384445,8.26E-04,4.41E-04,4.36E-04,4.46E-04,0.000834946,0.000695725,0.000663937,0.000634228,0.023,0.004,0.002,0.0181,0.91,0.91,0.994,0.001,0.001,0.001
151,C,LP6005443-DNA_G01,HGDP01335,S_She-1,Genomic_from_cell_lines,X,XX,She,EastAsia,China,?,27,119,48.79,"2,647,116,775","2,206,280,703","2,007,272,230","1,137,176,745",0.001046269,0.000928235,0.000879282,0.000834,M7b1'2'4'5'6'7'8,..,0.000810532,0.000424406,8.45E-04,4.83E-04,4.78E-04,4.89E-04,0.000852699,0.000713495,0.000678658,0.000646366,0.027,0.004,0.002,0.0163,0.91,0.91,0.992,0.001,0.001,0.001
152,C,LP6005443-DNA_F01,HGDP01333,S_She-2,Genomic_from_cell_lines,X,XY,She,EastAsia,China,?,27,119,47.79,"2,618,507,791","2,290,483,359","2,093,961,449","1,188,917,540",0.001053956,0.000934654,0.000886194,0.000841,M7c1b,O3a2b1a,0.000789813,3.91E-05,8.45E-04,5.66E-05,5.50E-05,5.82E-05,0.000828069,0.000686466,0.000654409,0.000622153,0.022,0.005,0.002,0.0168,0.91,0.92,0.993,0.001,0.001,0.001
153,C,LP6005443-DNA_A07,CHI-007,S_Thai-1,Genomic_from_cell_lines,X,XY,Thai,EastAsia,Thailand,Cell_line_repository_sampling_location_unknown,13.8,100.5,50.74,"2,656,541,406","2,323,373,415","2,131,759,665","1,189,686,002",0.001048985,0.000930679,0.000882292,0.000832,D4g2a1,O3a2c,0.000843046,4.49E-05,9.02E-04,6.07E-05,5.91E-05,6.24E-05,0.000880198,0.000734592,0.000699554,0.000662541,0.025,0.004,..,0.0182,0.91,0.92,0.993,0.001,0.001,0.001
154,C,LP6005443-DNA_B07,CHI-034,S_Thai-2,Genomic_from_cell_lines,X,XX,Thai,EastAsia,Thailand,Cell_line_repository_sampling_location_unknown,13.8,100.5,45.61,"2,648,377,569","2,311,387,968","2,078,996,830","1,200,237,073",0.001044343,0.000927173,0.000874432,0.000823,F1a1,..,0.000831012,0.000414911,8.50E-04,4.63E-04,4.58E-04,4.68E-04,0.000867144,0.000728466,0.000692057,0.000658787,0.023,0.004,..,0.0163,0.91,0.91,0.993,0.001,0.001,0.001
