Sample name	Sex	Biosample ID	Population code	Population name	Superpopulation code	Superpopulation name	Population elastic ID	Data collections
HGDP01201	female			Mandenka		Africa (HGDP)	MandenkaHGDP	Human Genome Diversity Project
HGDP00933	female			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
HGDP01206	male			Oroqen		East Asia (HGDP)	OroqenHGDP	Human Genome Diversity Project
HGDP00938	female			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
HGDP01213	male			Daur		East Asia (HGDP)	DaurHGDP	Human Genome Diversity Project
HGDP00940	male			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
HGDP01218	male			Daur		East Asia (HGDP)	DaurHGDP	Human Genome Diversity Project
HGDP00945	male			Yakut		East Asia (HGDP)	YakutHGDP	Human Genome Diversity Project
HGDP01220	male			Daur		East Asia (HGDP)	DaurHGDP	Human Genome Diversity Project
HGDP01037	male			Pima		America (HGDP)	PimaHGDP	Human Genome Diversity Project
HGDP01225	male			Mongolian		East Asia (HGDP)	MongolianHGDP	Human Genome Diversity Project
HGDP01051	female			Pima		America (HGDP)	PimaHGDP	Human Genome Diversity Project
HGDP01232	female			Mongolian		East Asia (HGDP)	MongolianHGDP	Human Genome Diversity Project
HGDP01056	female			Pima		America (HGDP)	PimaHGDP	Human Genome Diversity Project
HGDP01237	male			Hezhen		East Asia (HGDP)	HezhenHGDP	Human Genome Diversity Project
HGDP01063	male			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP01244	male			Xibo		East Asia (HGDP)	XiboHGDP	Human Genome Diversity Project
HGDP00774	male			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP01369	female			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HGDP00779	male			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP01371	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HGDP00781	female			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP01376	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HGDP00786	male			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP01383	male			Adygei		Europe (HGDP)	AdygeiHGDP	Human Genome Diversity Project
HGDP00882	male			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP01302	male			Uygur		Central South Asia (HGDP)	UygurHGDP	Human Genome Diversity Project
HGDP00894	male			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP01319	male			Lahu		East Asia (HGDP)	LahuHGDP	Human Genome Diversity Project
HGDP00899	female			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP01321	male			Lahu		East Asia (HGDP)	LahuHGDP	Human Genome Diversity Project
HGDP01068	female			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP01326	male			Lahu		East Asia (HGDP)	LahuHGDP	Human Genome Diversity Project
HGDP01070	female			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP01340	male			Naxi		East Asia (HGDP)	NaxiHGDP	Human Genome Diversity Project
HGDP01075	male			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP01352	male			Tu		East Asia (HGDP)	TuHGDP	Human Genome Diversity Project
HGDP01087	male			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP01357	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HGDP01094	male			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP01099	male			Tujia		East Asia (HGDP)	TujiaHGDP	Human Genome Diversity Project
HGDP01102	male			Tujia		East Asia (HGDP)	TujiaHGDP	Human Genome Diversity Project
HGDP01152	male			Bergamo Italian		Europe (HGDP)	BergamoItalianHGDP	Human Genome Diversity Project
HGDP01157	female			Bergamo Italian		Europe (HGDP)	BergamoItalianHGDP	Human Genome Diversity Project
HGDP01164	male			Tuscan		Europe (HGDP)	TuscanHGDP	Human Genome Diversity Project
HGDP01169	female			Tuscan		Europe (HGDP)	TuscanHGDP	Human Genome Diversity Project
HGDP01171	female			Bergamo Italian		Europe (HGDP)	BergamoItalianHGDP	Human Genome Diversity Project
HGDP01234	female			Hezhen		East Asia (HGDP)	HezhenHGDP	Human Genome Diversity Project
HGDP01239	female			Hezhen		East Asia (HGDP)	HezhenHGDP	Human Genome Diversity Project
HGDP01241	male			Hezhen		East Asia (HGDP)	HezhenHGDP	Human Genome Diversity Project
HGDP01258	male			Mozabite		Middle East (HGDP)	MozabiteHGDP	HGDP Transcriptome,Human Genome Diversity Project
HGDP01289	male			Northern Han		East Asia (HGDP)	NorthernHanHGDP	Human Genome Diversity Project
HGDP01291	female			Northern Han		East Asia (HGDP)	NorthernHanHGDP	Human Genome Diversity Project
HGDP01296	male			Northern Han		East Asia (HGDP)	NorthernHanHGDP	Human Genome Diversity Project
HGDP01304	male			Uygur		Central South Asia (HGDP)	UygurHGDP	Human Genome Diversity Project
HGDP01309	male			Dai		East Asia (HGDP)	DaiHGDP	Human Genome Diversity Project
HGDP01260	male			Mozabite		Middle East (HGDP)	MozabiteHGDP	Human Genome Diversity Project
HGDP01265	male			Mozabite		Middle East (HGDP)	MozabiteHGDP	Human Genome Diversity Project
HGDP01272	male			Mozabite		Middle East (HGDP)	MozabiteHGDP	Human Genome Diversity Project
HGDP01277	female			Mozabite		Middle East (HGDP)	MozabiteHGDP	HGDP Transcriptome,Human Genome Diversity Project
HGDP01347	male			Tu		East Asia (HGDP)	TuHGDP	Human Genome Diversity Project
HGDP01354	female			Tu		East Asia (HGDP)	TuHGDP	Human Genome Diversity Project
HGDP01359	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HGDP01361	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HGDP01366	female			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HGDP01311	male			Dai		East Asia (HGDP)	DaiHGDP	Human Genome Diversity Project
HGDP01316	female			Dai		East Asia (HGDP)	DaiHGDP	Human Genome Diversity Project
HGDP01328	male			She		East Asia (HGDP)	SheHGDP	Human Genome Diversity Project
HGDP01330	male			She		East Asia (HGDP)	SheHGDP	Human Genome Diversity Project
HGDP01342	male			Naxi		East Asia (HGDP)	NaxiHGDP	Human Genome Diversity Project
HGDP01208	male			Oroqen		East Asia (HGDP)	OroqenHGDP	Human Genome Diversity Project
HGDP01222	female			Daur		East Asia (HGDP)	DaurHGDP	Human Genome Diversity Project
HGDP01227	male			Mongolian		East Asia (HGDP)	MongolianHGDP	Human Genome Diversity Project
HGDP01183	male			Yi		East Asia (HGDP)	YiHGDP	Human Genome Diversity Project
HGDP01190	male			Miao		East Asia (HGDP)	MiaoHGDP	Human Genome Diversity Project
HGDP01195	male			Miao		East Asia (HGDP)	MiaoHGDP	Human Genome Diversity Project
HGDP00007	male			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00021	male			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00033	male			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP01373	female			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HGDP00468	male			Mbuti		Africa (HGDP)	MbutiHGDP	Human Genome Diversity Project
HGDP01378	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HGDP00470	male			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP01380	female			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HGDP00475	male			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP01385	male			Adygei		Europe (HGDP)	AdygeiHGDP	Human Genome Diversity Project
HGDP00514	female			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP01397	male			Adygei		Europe (HGDP)	AdygeiHGDP	Human Genome Diversity Project
HGDP00519	male			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP01400	female			Adygei		Europe (HGDP)	AdygeiHGDP	Human Genome Diversity Project
HGDP00122	male			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00127	male			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00134	male			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00139	male			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00141	male			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00146	male			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP01405	male			Bantu Kenya		Africa (HGDP)	BantuKenyaHGDP	Human Genome Diversity Project
HGDP00247	female			Pathan		Central South Asia (HGDP)	PathanHGDP	HGDP Transcriptome,Human Genome Diversity Project
HGDP01412	male			Bantu Kenya		Africa (HGDP)	BantuKenyaHGDP	Human Genome Diversity Project
HGDP00254	male			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00259	male			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00285	male			Kalash		Central South Asia (HGDP)	KalashHGDP	Human Genome Diversity Project
HGDP00045	male			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00052	male			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00057	male			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00064	male			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00076	male			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00153	female			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00158	male			Makrani		Central South Asia (HGDP)	MakraniHGDP	Human Genome Diversity Project
HGDP00165	male			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00177	male			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00189	male			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00088	male			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP00103	male			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00108	male			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00110	male			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00115	male			Hazara		Central South Asia (HGDP)	HazaraHGDP	Human Genome Diversity Project
HGDP00444	female			Burusho		Central South Asia (HGDP)	BurushoHGDP	Human Genome Diversity Project
HGDP00463	male			Mbuti		Africa (HGDP)	MbutiHGDP	Human Genome Diversity Project
HGDP00191	male			Sindhi		Central South Asia (HGDP)	SindhiHGDP	Human Genome Diversity Project
HGDP00228	male			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00230	male			Pathan		Central South Asia (HGDP)	PathanHGDP	Human Genome Diversity Project
HGDP00538	male			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00540	male			Papuan,Papuan Sepik		Oceania (SGDP),Oceania (HGDP)	PapuanSGDP,PapuanSepikHGDP	Simons Genome Diversity Project,Human Genome Diversity Project
HGDP00545	male			Papuan,Papuan Sepik		Oceania (SGDP),Oceania (HGDP)	PapuanSGDP,PapuanSepikHGDP	Simons Genome Diversity Project,Human Genome Diversity Project
HGDP00704	female			Colombian		America (HGDP)	ColombianHGDP	Human Genome Diversity Project
HGDP00711	male			Cambodian		East Asia (HGDP)	CambodianHGDP	HGDP Transcriptome,Human Genome Diversity Project
HGDP00716	male			Cambodian		East Asia (HGDP)	CambodianHGDP	HGDP Transcriptome,Human Genome Diversity Project
HGDP00723	male			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00730	male			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00677	male			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00684	female			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00689	female			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00691	female			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00696	female			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00576	male			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00583	female			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00588	male			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00590	female			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00595	male			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00735	female			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00747	male			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00754	female			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00627	male			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00634	female			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00639	male			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00641	male			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00646	female			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00608	male			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00610	male			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00615	female			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00622	male			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00653	female			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00672	female			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP00557	female			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00564	female			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00571	female			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00994	male			Bantu South Africa		Africa (HGDP)	BantuSouthAfricaHGDP	Human Genome Diversity Project
HGDP00999	female			Karitiana		America (HGDP)	KaritianaHGDP	Human Genome Diversity Project
HGDP01024	female			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP01029	male			San		Africa (HGDP)	SanHGDP	HGDP Transcriptome,Human Genome Diversity Project
HGDP01031	male			Bantu South Africa		Africa (HGDP)	BantuSouthAfricaHGDP	Human Genome Diversity Project
HGDP01043	male			Pima		America (HGDP)	PimaHGDP	Human Genome Diversity Project
HGDP01050	male			Pima		America (HGDP)	PimaHGDP	Human Genome Diversity Project
HGDP00913	male			Mandenka		Africa (HGDP)	MandenkaHGDP	Human Genome Diversity Project
HGDP00918	female			Mandenka		Africa (HGDP)	MandenkaHGDP	Human Genome Diversity Project
HGDP00920	female			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
HGDP00925	female			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
HGDP00937	male			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
HGDP00963	female			Yakut		East Asia (HGDP)	YakutHGDP	Human Genome Diversity Project
HGDP00968	male			Yakut		East Asia (HGDP)	YakutHGDP	Human Genome Diversity Project
HGDP00970	female			Colombian		America (HGDP)	ColombianHGDP	Human Genome Diversity Project
HGDP00975	female			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00817	female			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00843	male			Surui		America (HGDP)	SuruiHGDP	Human Genome Diversity Project
HGDP00862	female			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP00893	male			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP00898	female			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP00901	female			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP00906	male			Mandenka		Africa (HGDP)	MandenkaHGDP	Human Genome Diversity Project
HGDP00797	female			Orcadian		Europe (HGDP)	OrcadianHGDP	Human Genome Diversity Project
HGDP00800	female			Orcadian		Europe (HGDP)	OrcadianHGDP	Human Genome Diversity Project
HGDP00805	female			Orcadian		Europe (HGDP)	OrcadianHGDP	Human Genome Diversity Project
HGDP00812	female			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00759	male			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00761	female			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00766	male			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00780	male			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00944	male			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
HGDP00949	male			Yakut		East Asia (HGDP)	YakutHGDP	Human Genome Diversity Project
HGDP00879	male			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP00881	female			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP00886	male			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP01081	male			Mbuti		Africa (HGDP)	MbutiHGDP	HGDP Transcriptome,Human Genome Diversity Project
HGDP01086	male			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP01101	male			Tujia		East Asia (HGDP)	TujiaHGDP	Human Genome Diversity Project
HGDP01149	male			Bergamo Italian		Europe (HGDP)	BergamoItalianHGDP	Human Genome Diversity Project
HGDP01151	male			Bergamo Italian		Europe (HGDP)	BergamoItalianHGDP	Human Genome Diversity Project
HGDP01156	female			Bergamo Italian		Europe (HGDP)	BergamoItalianHGDP	Human Genome Diversity Project
HGDP01271	male			Mozabite		Middle East (HGDP)	MozabiteHGDP	Human Genome Diversity Project
HGDP01276	female			Mozabite		Middle East (HGDP)	MozabiteHGDP	Human Genome Diversity Project
HGDP01283	male			Mandenka		Africa (HGDP)	MandenkaHGDP	Human Genome Diversity Project
HGDP01288	male			Northern Han		East Asia (HGDP)	NorthernHanHGDP	Human Genome Diversity Project
HGDP01290	male			Northern Han		East Asia (HGDP)	NorthernHanHGDP	Human Genome Diversity Project
HGDP01295	male			Northern Han		East Asia (HGDP)	NorthernHanHGDP	Human Genome Diversity Project
HGDP01334	female			She		East Asia (HGDP)	SheHGDP	Human Genome Diversity Project
HGDP01339	male			Naxi		East Asia (HGDP)	NaxiHGDP	Human Genome Diversity Project
HGDP01341	male			Naxi		East Asia (HGDP)	NaxiHGDP	Human Genome Diversity Project
HGDP01346	female			Naxi		East Asia (HGDP)	NaxiHGDP	Human Genome Diversity Project
HGDP01353	male			Tu		East Asia (HGDP)	TuHGDP	Human Genome Diversity Project
HGDP01358	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HGDP01360	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HGDP01194	male			Miao		East Asia (HGDP)	MiaoHGDP	Human Genome Diversity Project
HGDP01202	male			Mandenka		Africa (HGDP)	MandenkaHGDP	Human Genome Diversity Project
HGDP01207	male			Oroqen		East Asia (HGDP)	OroqenHGDP	Human Genome Diversity Project
HGDP01214	male			Daur		East Asia (HGDP)	DaurHGDP	Human Genome Diversity Project
HGDP01219	female			Daur		East Asia (HGDP)	DaurHGDP	Human Genome Diversity Project
HGDP01221	male			Daur		East Asia (HGDP)	DaurHGDP	Human Genome Diversity Project
HGDP01226	male			Mongolian		East Asia (HGDP)	MongolianHGDP	Human Genome Diversity Project
HGDP01233	male			Hezhen		East Asia (HGDP)	HezhenHGDP	Human Genome Diversity Project
HGDP01238	female			Hezhen		East Asia (HGDP)	HezhenHGDP	Human Genome Diversity Project
HGDP01245	male			Xibo		East Asia (HGDP)	XiboHGDP	Human Genome Diversity Project
HGDP01257	male			Mozabite		Middle East (HGDP)	MozabiteHGDP	Human Genome Diversity Project
HGDP01264	male			Mozabite		Middle East (HGDP)	MozabiteHGDP	HGDP Transcriptome,Human Genome Diversity Project
HGDP01269	male			Mozabite		Middle East (HGDP)	MozabiteHGDP	Human Genome Diversity Project
HGDP01303	male			Uygur		Central South Asia (HGDP)	UygurHGDP	Human Genome Diversity Project
HGDP01310	male			Dai		East Asia (HGDP)	DaiHGDP	Human Genome Diversity Project
HGDP01322	male			Lahu		East Asia (HGDP)	LahuHGDP	Human Genome Diversity Project
HGDP01327	male			She		East Asia (HGDP)	SheHGDP	Human Genome Diversity Project
HGDP01055	male			Pima		America (HGDP)	PimaHGDP	Human Genome Diversity Project
HGDP01062	female			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP01067	male			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP01074	female			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP01182	male			Yi		East Asia (HGDP)	YiHGDP	Human Genome Diversity Project
HGDP01187	male			Yi		East Asia (HGDP)	YiHGDP	Human Genome Diversity Project
HGDP01396	male			Adygei		Europe (HGDP)	AdygeiHGDP	Human Genome Diversity Project
HGDP01404	male			Adygei		Europe (HGDP)	AdygeiHGDP	Human Genome Diversity Project
HGDP01411	male			Bantu Kenya		Africa (HGDP)	BantuKenyaHGDP	Human Genome Diversity Project
HGDP01416	male			Bantu Kenya		Africa (HGDP)	BantuKenyaHGDP	Human Genome Diversity Project
HGDP01372	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HGDP01377	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HGDP01384	female			Adygei		Europe (HGDP)	AdygeiHGDP	Human Genome Diversity Project
